EasyNumber;CompagnyName;CompagnyName2;Pays
00000501084761;ARREDIAMO INSIEME - S.R.L. UNIPERSONALE;ARREDIAMO+INSIEME+-+S.R.L.+UNIPERSONALE;ITA
00005293104146;ABBIGLIAMENTO DONNA DI TOSCANI GIULIANO;ABBIGLIAMENTO+DONNA+DI+TOSCANI+GIULIANO;ITA
00001089081421;Armand Dumaresq Matériaux de Construction Inc;Armand+Dumaresq+Matériaux+de+Construction+Inc;CAN
00002321997770;GLOBALIA CORPORACION PAIS VASCO SOCIEDAD ANONIMA;GLOBALIA+CORPORACION+PAIS+VASCO+SOCIEDAD+ANONIMA;ESP
00000466095837;MIGUEL CUERVO ELECTRODOMESTICOS SL;MIGUEL+CUERVO+ELECTRODOMESTICOS+SL;ESP
00002322004035;PAN CALIENTE 98 SOCIEDAD LIMITADA;PAN+CALIENTE+98+SOCIEDAD+LIMITADA;ESP
00002321995245;TRANSPORTES J.B. 2000 SOCIEDAD LIMITADA;TRANSPORTES+J.B.+2000+SOCIEDAD+LIMITADA;ESP
00000384235464;Canadian Union of Public Employees;Canadian+Union+of+Public+Employees;CAN
00003821806958;COSTANTINO COSTRUZIONI GENERALI S.R.L.;COSTANTINO+COSTRUZIONI+GENERALI+S.R.L.;ITA
00000466093918;CENTRE DE JARDINERIA EL XARO SL;CENTRE+DE+JARDINERIA+EL+XARO+SL;ESP
00000466094019;CENTRO PROFESIONAL ANIMAL SL EN LIQUIDACION;CENTRO+PROFESIONAL+ANIMAL+SL+EN+LIQUIDACION;ESP
00000468468301;FLOREN GOMEZ SANCHEZ Y OTRO CB CADENA UPER;FLOREN+GOMEZ+SANCHEZ+Y+OTRO+CB+CADENA+UPER;ESP
00001065163071;JOGRAMAR MARMORES E GRANITOS LTDA ME JOGRAMAR MARMORES E GRANITOS;JOGRAMAR+MARMORES+E+GRANITOS+LTDA+ME+JOGRAMAR+MARMORES+E+GRANITOS;BRA
00004458359835;VALGRUP-LOGISTICA SOCIEDAD LIMITADA;VALGRUP-LOGISTICA+SOCIEDAD+LIMITADA;ESP
00000333055748;NEAL BROTHERS (READING) LIMITED;NEAL+BROTHERS+(READING)+LIMITED;GBR
00000443640364;CASTRO Y CERDAN SOCIEDAD LIMITADA;CASTRO+Y+CERDAN+SOCIEDAD+LIMITADA;ESP
00001065162263;MARMO BRASIL COMERCIO DE PEDRAS DECORATIVAS LTDA;MARMO+BRASIL+COMERCIO+DE+PEDRAS+DECORATIVAS+LTDA;BRA
00001065163475;GRUTA PEDRAS DECORATIVAS IND E COM MATERIAIS PARA CONSTRUCOES LTDA;GRUTA+PEDRAS+DECORATIVAS+IND+E+COM+MATERIAIS+PARA+CONSTRUCOES+LTDA;BRA
00000501072235;C.S.B.A. DEL RAG. DEL PRETE GABRIELE;C.S.B.A.+DEL+RAG.+DEL+PRETE+GABRIELE;ITA
00000412391368;VITOR MANUEL PATRICIO CORREA MENDES;VITOR+MANUEL+PATRICIO+CORREA+MENDES;PRT
00005620205147;SBS ENTERPRISES INCORPORATED SPENCO MEDICAL;SBS+ENTERPRISES+INCORPORATED+SPENCO+MEDICAL;USA
00002322050959;EUROAUTO MOTOR SOCIEDAD ANONIMA;EUROAUTO+MOTOR+SOCIEDAD+ANONIMA;ESP
00000256241345;GLOBAL PLASTIK S.R.L. IN LIQUIDAZIONE;GLOBAL+PLASTIK+S.R.L.+IN+LIQUIDAZIONE;ITA
00000473681358;ROCHE BIOMEDICAL LABORATORIES INC;ROCHE+BIOMEDICAL+LABORATORIES+INC;USA
00000147630516;GENERAL HYDROPONICS EUROPE (DISSOLUTION SANS LIQUIDATION EN VERTU DE L ARTICLE 1844-5 DU CODE CIVIL);GENERAL+HYDROPONICS+EUROPE+(DISSOLUTION+SANS+LIQUIDATION+EN+VERTU+DE+L+ARTICLE+1844-5+DU+CODE+CIVIL);FRA
00001065192973;NEUGRAMAR SP COM DE GRANITOS E MARMORES LTDA;NEUGRAMAR+SP+COM+DE+GRANITOS+E+MARMORES+LTDA;BRA
00005963764341;Nøhrs Maskinfabrik v/Peer Bo Mikael Nøhr;Nøhrs+Maskinfabrik+v/Peer+Bo+Mikael+Nøhr;DNK
00005080141559;SOUTH TEXAS TRUCK AIR CONDITIONING COMPA SOUTH TEXAS TRUCK AIR CONDITIONING;SOUTH+TEXAS+TRUCK+AIR+CONDITIONING+COMPA+SOUTH+TEXAS+TRUCK+AIR+CONDITIONING;USA
00001054007438;KRISHAN KUMAR SHARMA CARGO PRIVATE LIMITED;KRISHAN+KUMAR+SHARMA+CARGO+PRIVATE+LIMITED;IND
00000466098059;CARNAVAL TOUR SOCIEDAD LIMITADA;CARNAVAL+TOUR+SOCIEDAD+LIMITADA;ESP
00002272607832;ATHANASIOS VRAKAS KAI SIA O.E. ATLAS;ATHANASIOS+VRAKAS+KAI+SIA+O.E.+ATLAS;GRC
00004227458347;GENERALE ENVIRONNEMENT NETTOYAGE SERVICE;GENERALE+ENVIRONNEMENT+NETTOYAGE+SERVICE;FRA
00005620145040;AIR DUCT SYSTEMS MANUFACTURING COMPANY;AIR+DUCT+SYSTEMS+MANUFACTURING+COMPANY;USA
00000268332073;DRAGONE GERMANI E C. DI FRANCESCA E LAURA DRAGONE S.N.C.;DRAGONE+GERMANI+E+C.+DI+FRANCESCA+E+LAURA+DRAGONE+S.N.C.;ITA
00000211581435;EUROTOGA S.A.S. DI SCALELLA MAURO;EUROTOGA+S.A.S.+DI+SCALELLA+MAURO;ITA
00000276973257;PAGES BOOK FAIRS INC SCHOOL BOOK FAIRS;PAGES+BOOK+FAIRS+INC+SCHOOL+BOOK+FAIRS;USA
00000457622144;COMERCIALIZACION Y DISTRIBUCION DE PRODUCTOS DE RIBERA DEL DUERO SL;COMERCIALIZACION+Y+DISTRIBUCION+DE+PRODUCTOS+DE+RIBERA+DEL+DUERO+SL;ESP
00000178945780;AIRLINE SERVICES GROUP (ASG) B.V.;AIRLINE+SERVICES+GROUP+(ASG)+B.V.;NLD
00000148663348;ESPACE TRAVAUX PUBLICS ENVIRONNEMENT;ESPACE+TRAVAUX+PUBLICS+ENVIRONNEMENT;FRA
00000457622043;COOPERATIVA DEL CAMPO VIRGEN DE LA ESPERANZA;COOPERATIVA+DEL+CAMPO+VIRGEN+DE+LA+ESPERANZA;ESP
00000116449960;FROSSARD CLOPPET YVETTE MAISON DE LA PRESSE;FROSSARD+CLOPPET+YVETTE+MAISON+DE+LA+PRESSE;FRA
00001665741671;ELECTRICITE GENERALE PASCAL DESHAYES;ELECTRICITE+GENERALE+PASCAL+DESHAYES;FRA
00003386475470;CONSTRUCCIONES CAROLINA CORONADO S.L.;CONSTRUCCIONES+CAROLINA+CORONADO+S.L.;ESP
00001050302666;URANIUM CORPORATION OF INDIA LIMITED;URANIUM+CORPORATION+OF+INDIA+LIMITED;IND
00001834841804;EXPLOITATION AGRICOLE A RESPONSABILITE LIMITEE TEMPE ANDRE ET FILS;EXPLOITATION+AGRICOLE+A+RESPONSABILITE+LIMITEE+TEMPE+ANDRE+ET+FILS;FRA
00005665955824;PHONE TUNES INTERNATIONAL COMMUNICATIONS;PHONE+TUNES+INTERNATIONAL+COMMUNICATIONS;NLD
00001203380306;FOYER JEUNE FILLE MESNIL ST DIDIER;FOYER+JEUNE+FILLE+MESNIL+ST+DIDIER;FRA
00000495770177;ROBE DI BATTIGIA DI DEMELAS VITALIA;ROBE+DI+BATTIGIA+DI+DEMELAS+VITALIA;ITA
00000190018224;CALANDRINI FRUTTA - SOCIETA' A RESPONSABILITA' LIMITATA;CALANDRINI+FRUTTA+-+SOCIETA'+A+RESPONSABILITA'+LIMITATA;ITA
00000211769736;GREGORI ENZO TRASPORTI - SPEDIZIONI;GREGORI+ENZO+TRASPORTI+-+SPEDIZIONI;ITA
00003366189007;DIBUJOS TEXTILES PARA LYONESA SL;DIBUJOS+TEXTILES+PARA+LYONESA+SL;ESP
00001912049732;ICE INGENIERIE CONSEIL EXPERTISE;ICE+INGENIERIE+CONSEIL+EXPERTISE;FRA
00002319184555;AGRICOLA Y CINEGETICA EL SALTADOR SL;AGRICOLA+Y+CINEGETICA+EL+SALTADOR+SL;ESP
00002319181979;CONSTRUCCIONES NAVARRO Y GUIRADO SL;CONSTRUCCIONES+NAVARRO+Y+GUIRADO+SL;ESP
00000166716856;BUREAU D ETUDES GUI HOME CONCEPT;BUREAU+D+ETUDES+GUI+HOME+CONCEPT;FRA
00001695335498;BONNOMET SYLVIE GINETTE NEE PINVIN;BONNOMET+SYLVIE+GINETTE+NEE+PINVIN;FRA
00005971215556;Asiatic Agro Industry Company Limited;Asiatic+Agro+Industry+Company+Limited;THA
00001658244745;MACONNERIE PINTO EURL SOCIETE EN LIQUIDATION;MACONNERIE+PINTO+EURL+SOCIETE+EN+LIQUIDATION;FRA
00005294127634;EDIL FUTURA SOCIETA' COOPERATIVA;EDIL+FUTURA+SOCIETA'+COOPERATIVA;ITA
00000143050706;SOCIETE AUXILIAIRE DE CONSTRUCTION D OUVRAGES EN ABREGE SACO;SOCIETE+AUXILIAIRE+DE+CONSTRUCTION+D+OUVRAGES+EN+ABREGE+SACO;FRA
00000452826351;LA MATANZA EMBUTIDOS ARTESANOS LEONESES SL;LA+MATANZA+EMBUTIDOS+ARTESANOS+LEONESES+SL;ESP
00000327674643;SOCIETA' AGRICOLA VILLOSIO LIVIO E DOMENICO S.S.;SOCIETA'+AGRICOLA+VILLOSIO+LIVIO+E+DOMENICO+S.S.;ITA
00000280894970;Nautilus interior service s.r.o.;Nautilus+interior+service+s.r.o.;CZE
00000584870682;KIRIN FOODS AUSTRALIA HOLDINGS PTY LTD;KIRIN+FOODS+AUSTRALIA+HOLDINGS+PTY+LTD;AUS
00000468428650;TRANSPORTES PEÑAGAL SOCIEDAD LIMITADA;TRANSPORTES+PEÑAGAL+SOCIEDAD+LIMITADA;ESP
00000513256659;J.B ALUMINIUM STE D EXPLOITATION;J.B+ALUMINIUM+STE+D+EXPLOITATION;FRA
00001082782545;615518 BC LTD QUALICUM HOME FURNISHINGS;615518+BC+LTD+QUALICUM+HOME+FURNISHINGS;CAN
00000185416289;EDIL MAGENTA DI REGOSINI PIETRO;EDIL+MAGENTA+DI+REGOSINI+PIETRO;ITA
00000513232465;AUTOMATISMES DOMOTIQUE PROTEC SERVICES;AUTOMATISMES+DOMOTIQUE+PROTEC+SERVICES;FRA
00000358391060;LITOGRAFIA STEFANO BOZZOLI E C.- SOCIETA' IN ACCOMANDITA SEMPLICE IN BREVE LITOGRAFIA STEFANO BOZZOLI E C. S.A.S.;LITOGRAFIA+STEFANO+BOZZOLI+E+C.-+SOCIETA'+IN+ACCOMANDITA+SEMPLICE+IN+BREVE+LITOGRAFIA+STEFANO+BOZZOLI+E+C.+S.A.S.;ITA
00005959062852;JOHNSON CONTROLS INTERNATIONAL (THAILAND) CO. LTD.;JOHNSON+CONTROLS+INTERNATIONAL+(THAILAND)+CO.+LTD.;THA
00001851506231;EXPLOITATION AGRICOLE A RESPONSABILITE LIMITE LARRIEU;EXPLOITATION+AGRICOLE+A+RESPONSABILITE+LIMITE+LARRIEU;FRA
00001063883192;CENTERPEDRAS MARMORES E GRANITOS LTDA ME;CENTERPEDRAS+MARMORES+E+GRANITOS+LTDA+ME;BRA
00000566840762;HOURRIEZ MARIE-CLAUDE nee DESCAMPS;HOURRIEZ+MARIE-CLAUDE+nee+DESCAMPS;FRA
00000468432792;PAGO DE ARAGON SOCIEDAD LIMITADA;PAGO+DE+ARAGON+SOCIEDAD+LIMITADA;ESP
00000213331260;NIVO OFFICE PRODUCTS GROUP S.R.L.;NIVO+OFFICE+PRODUCTS+GROUP+S.R.L.;ITA
00001752859549;ASS ANC ELEVES DIRECTEURS CFP MESLAY;ASS+ANC+ELEVES+DIRECTEURS+CFP+MESLAY;FRA
00000519449260;LUMGAIR DJ AND SW ESTCOURT PLUMB AND SHEET METAL;LUMGAIR+DJ+AND+SW+ESTCOURT+PLUMB+AND+SHEET+METAL;ZAF
00000190004536;BELLETTI MOTO DEI F.LLI BELLETTI S.N.C.;BELLETTI+MOTO+DEI+F.LLI+BELLETTI+S.N.C.;ITA
00000518107861;SOCIETE DE CONTROLE ET DE GESTION FINANCIERE;SOCIETE+DE+CONTROLE+ET+DE+GESTION+FINANCIERE;FRA
00000164159525;CHICCO BEACH DI CHIOCCINI PAOLO E C. S.N.C.;CHICCO+BEACH+DI+CHIOCCINI+PAOLO+E+C.+S.N.C.;ITA
00000566838387;EXPLOITATION AGRICOLE A RESPONSABILITE LIMITEE KOZIOL;EXPLOITATION+AGRICOLE+A+RESPONSABILITE+LIMITEE+KOZIOL;FRA
00000197048335;MARMART SOCIETA' A RESPONSABILITA' LIMITATA IN SIGLA MARMART S.R.L.;MARMART+SOCIETA'+A+RESPONSABILITA'+LIMITATA+IN+SIGLA+MARMART+S.R.L.;ITA
00000189993524;CASARIN ARALDO - S.N.C. DI MAINARDI ANNA MARIA E C.;CASARIN+ARALDO+-+S.N.C.+DI+MAINARDI+ANNA+MARIA+E+C.;ITA
00004386755054;G.J.H. ACKERMANS MANAGEMENT B.V.;G.J.H.+ACKERMANS+MANAGEMENT+B.V.;NLD
00001784292151;ASSURANCES ET PREVOYANCE DE GUYANE;ASSURANCES+ET+PREVOYANCE+DE+GUYANE;FRA
00003346331022;DECORACIONES HERMANOS LARA Y MUÑOZ SL;DECORACIONES+HERMANOS+LARA+Y+MUÑOZ+SL;ESP
00000178594735;AANNEMINGS- EN TIMMERBEDRIJF STEF VAN DEN WIJNGAARD;AANNEMINGS-+EN+TIMMERBEDRIJF+STEF+VAN+DEN+WIJNGAARD;NLD
00000468430671;CONSTRUCCIONES ROM ARQUITECTURA SL;CONSTRUCCIONES+ROM+ARQUITECTURA+SL;ESP
00001063867382;MARMORARIA PEDRA DE ESQUINA LTDA;MARMORARIA+PEDRA+DE+ESQUINA+LTDA;BRA
00000358763269;ARTISTIC TILE OUTLET INC TILE HOUSE THE;ARTISTIC+TILE+OUTLET+INC+TILE+HOUSE+THE;USA
00000519446785;LUKKAN PH LUKKANS TRANSPORT AND CIVILS;LUKKAN+PH+LUKKANS+TRANSPORT+AND+CIVILS;ZAF
00000164179123;AIRPORT SERVICES - S.R.L. IN LIQUIDAZIONE;AIRPORT+SERVICES+-+S.R.L.+IN+LIQUIDAZIONE;ITA
00000298815637;CASHELL HOUSE AGENT OF IRISH IMPORTS LTD;CASHELL+HOUSE+AGENT+OF+IRISH+IMPORTS+LTD;USA
00000477622619;ETS Y AZOULAY MR FREDERIC MARC AZOULAY;ETS+Y+AZOULAY+MR+FREDERIC+MARC+AZOULAY;MAR
00001960067358;ASSOC EN RETRAITE SUR LES RIVES DU DOUBS;ASSOC+EN+RETRAITE+SUR+LES+RIVES+DU+DOUBS;FRA
00000227640851;NEDERLANDSE MELASSE HANDELMAATSCHAPPIJ B.V.;NEDERLANDSE+MELASSE+HANDELMAATSCHAPPIJ+B.V.;NLD
00000053852361;SOCIETE RHODANIENNE MULTI ACTIVITES SRMA;SOCIETE+RHODANIENNE+MULTI+ACTIVITES+SRMA;FRA
00000292010045;COFFEE KING DISTRIBUTOR SANDRO D'AMELIO;COFFEE+KING+DISTRIBUTOR+SANDRO+D'AMELIO;USA
00000387599443;CONSOLIDADORES DE CARGA SA DE CV;CONSOLIDADORES+DE+CARGA+SA+DE+CV;MEX
00001466466844;INGENIERIE DEVELOPPEMENT MANAGEMENT;INGENIERIE+DEVELOPPEMENT+MANAGEMENT;FRA
00000164167960;I.C.P. - ITALIANA COSTRUZIONI E PARTECIPAZIONI S.R.L.;I.C.P.+-+ITALIANA+COSTRUZIONI+E+PARTECIPAZIONI+S.R.L.;ITA
00001397106737;SOCIETE CIVILE IMMOBILIERE LA GENETIERE;SOCIETE+CIVILE+IMMOBILIERE+LA+GENETIERE;FRA
00002310931945;BOUCHERIE CHARCUTERIE TRAITEUR DE FEGERSHEIM;BOUCHERIE+CHARCUTERIE+TRAITEUR+DE+FEGERSHEIM;FRA
00000333110855;PEOPLES DISPENSARY FOR SICK ANIMALS;PEOPLES+DISPENSARY+FOR+SICK+ANIMALS;GBR
00000333110552;ELECTRONIC PAGE COMPANY DIRECT LIMITED;ELECTRONIC+PAGE+COMPANY+DIRECT+LIMITED;GBR
00001131812548;NAULIN NEE GODKINE CAROLE CATHERINE;NAULIN+NEE+GODKINE+CAROLE+CATHERINE;FRA
00000145111219;Walter Karal Gesellschaft m.b.H.;Walter+Karal+Gesellschaft+m.b.H.;AUT
00003537581545;HECTOR JOSE DIAZ OBREGON PRIETO;HECTOR+JOSE+DIAZ+OBREGON+PRIETO;ESP
00000423309956;BRACKENBRAE INVESTMENTS LIMITED;BRACKENBRAE+INVESTMENTS+LIMITED;GBR
00000451274931;IREC COMUNICACIONES SOCIEDAD LIMITADA;IREC+COMUNICACIONES+SOCIEDAD+LIMITADA;ESP
00000256318675;LONGO JOY S.A.S. DI MARIO LONGO E C.;LONGO+JOY+S.A.S.+DI+MARIO+LONGO+E+C.;ITA
00001311187365;VIPETRADE-COMÉRCIO INTERNACIONAL LDA;VIPETRADE-COMÉRCIO+INTERNACIONAL+LDA;PRT
00000414778732;REGINA FILOMENA MARQUES PINTO COSTA;REGINA+FILOMENA+MARQUES+PINTO+COSTA;PRT
00000423319351;MATTHEW GIBSON INTERIORS LIMITED;MATTHEW+GIBSON+INTERIORS+LIMITED;GBR
00002342782922;H. ABBE PHARMA GMBH REPRESENTATIVE;H.+ABBE+PHARMA+GMBH+ATSTOVYBE;LTU
00000566829649;LES CAVES DU LIMOUSIN... M DAVID FRANCA;LES+CAVES+DU+LIMOUSIN...+M+DAVID+FRANCA;FRA
00000145102935;XXX NOVARTIS NUTRITION GMBH XXX DEFUNCT;XXX+NOVARTIS+NUTRITION+GMBH+XXX+DEFUNCT;AUT
00000584448568;AUSTRALIAN DAIRY PARTNERS PTY LTD;AUSTRALIAN+DAIRY+PARTNERS+PTY+LTD;AUS
00000377261066;DUST FREE FLOOR SANDING COMPANY;DUST+FREE+FLOOR+SANDING+COMPANY;GBR
00000211765140;ITALVIS INDUSTRIA PRODOTTI CHIMICI SRL;ITALVIS+INDUSTRIA+PRODOTTI+CHIMICI+SRL;ITA
00000468431277;INICIATIVAS TURISTICAS CALA REAL SA EN LIQUIDACION;INICIATIVAS+TURISTICAS+CALA+REAL+SA+EN+LIQUIDACION;ESP
00001894787363;L OREAL PRODUITS DE LUXE FRANCE;L+OREAL+PRODUITS+DE+LUXE+FRANCE;FRA
00001351424652;SOCIETE CIVILE DU CHEMIN DU BLAYAIS;SOCIETE+CIVILE+DU+CHEMIN+DU+BLAYAIS;FRA
00000207054509;Gnam elektrotechnische Anlagen Gesellschaft m.b.H.;Gnam+elektrotechnische+Anlagen+Gesellschaft+m.b.H.;AUT
00000466059823;FRUTOS SECOS MACADAMIA SL EN LIQUIDACION;FRUTOS+SECOS+MACADAMIA+SL+EN+LIQUIDACION;ESP
00000236575954;C.M.I. CONTAINER MASTERS (NEDERLAND) B.V.;C.M.I.+CONTAINER+MASTERS+(NEDERLAND)+B.V.;NLD
00000189997615;CASELLA DI GIUSEPPE E GIOVANNI SCARPA - SOCIETA' IN NOME COLLET= TIVO;CASELLA+DI+GIUSEPPE+E+GIOVANNI+SCARPA+-+SOCIETA'+IN+NOME+COLLET=+TIVO;ITA
00000178592159;I.M.T. INTERIEURBOUW MEUBEL TIMMERWERKEN;I.M.T.+INTERIEURBOUW+MEUBEL+TIMMERWERKEN;NLD
00003426854944;PROYECTOS Y ANALISIS FORMATIVOS SA;PROYECTOS+Y+ANALISIS+FORMATIVOS+SA;ESP
00004377997544;AANNEMERSBEDRIJF B. DE NIJS-SOFFERS B.V.;AANNEMERSBEDRIJF+B.+DE+NIJS-SOFFERS+B.V.;NLD
00000276533819;JORDENS JEANINE ECHTG VANDEVOORT;JORDENS+JEANINE+ECHTG+VANDEVOORT;BEL
00000466055429;COOP OLIVARERA VIRGEN DE LA VILLA SDAD COOP ANDALUZA;COOP+OLIVARERA+VIRGEN+DE+LA+VILLA+SDAD+COOP+ANDALUZA;ESP
00000590090761;BEFFAY ELECTRONIQUE INDUSTRIE PROTECTION;BEFFAY+ELECTRONIQUE+INDUSTRIE+PROTECTION;FRA
00005618101044;WEST PLAINS CO. COMMODITY TRADERS;WEST+PLAINS+CO.+COMMODITY+TRADERS;USA
00000211760948;METALFROSIO DI FROSIO PIERLUIGI E C. SNC;METALFROSIO+DI+FROSIO+PIERLUIGI+E+C.+SNC;ITA
00001063857684;SOL COMERCIO DE PEDRAS LTDA EPP;SOL+COMERCIO+DE+PEDRAS+LTDA+EPP;BRA
00000468434762;COOPERATIVA DEL CAMPO LOS LLANOS;COOPERATIVA+DEL+CAMPO+LOS+LLANOS;ESP
00000268372481;W.L. ENGINEERING S.R.L. IN LIQUIDAZIONE;W.L.+ENGINEERING+S.R.L.+IN+LIQUIDAZIONE;ITA
00000468435166;ROCAMAR DECORACION SOCIEDAD LIMITADA;ROCAMAR+DECORACION+SOCIEDAD+LIMITADA;ESP
00000384155456;Pentaflex Packaging Solutions Inc;Pentaflex+Packaging+Solutions+Inc;CAN
00000227639941;BENNY BROUWER THE BIKE COMPANY B.V.;BENNY+BROUWER+THE+BIKE+COMPANY+B.V.;NLD
00002043077343;DOS SANTOS CHRISTINE nee RODRIGUES;DOS+SANTOS+CHRISTINE+nee+RODRIGUES;FRA
00001146777155;GROUPEMENT AGRICOLE D'EXPLOITATION EN COMMUN DE LA PIMOUSSIERE;GROUPEMENT+AGRICOLE+D'EXPLOITATION+EN+COMMUN+DE+LA+PIMOUSSIERE;FRA
00001138821344;COMITE D'ENTREPRISE KOYO BEARINGS VIERZON MAROMME;COMITE+D'ENTREPRISE+KOYO+BEARINGS+VIERZON+MAROMME;FRA
00000065700439;BANQUES POPULAIRES PARTICIPATIONS;BANQUES+POPULAIRES+PARTICIPATIONS;FRA
00000439091921;BRITISH GREETING CARDS CORPORATION LIMITED;BRITISH+GREETING+CARDS+CORPORATION+LIMITED;GBR
00000211767261;UNION PULL S.R.L. IN LIQUIDAZIONE;UNION+PULL+S.R.L.+IN+LIQUIDAZIONE;ITA
00000211767160;AR-CO ARREDAMENTI SOCIETA' A RESPONSABILITA' LIMITATA;AR-CO+ARREDAMENTI+SOCIETA'+A+RESPONSABILITA'+LIMITATA;ITA
00002319186878;COMSA S. A. EMTE S. A. UNION TEMPORAL DE EMPRESAS;COMSA+S.+A.+EMTE+S.+A.+UNION+TEMPORAL+DE+EMPRESAS;ESP
00000519452039;LUPO INTERNATIONAL CLOTH AND SPORTSW;LUPO+INTERNATIONAL+CLOTH+AND+SPORTSW;ZAF
00002319185767;FRIO DOS IGLESIAS SOSA HERMANOS C.B.;FRIO+DOS+IGLESIAS+SOSA+HERMANOS+C.B.;ESP
00002052616750;FLAINE SUPER SKI CTRE TECHNIQUE;FLAINE+SUPER+SKI+CTRE+TECHNIQUE;FRA
00000333103531;HIGH STREET GARAGE (TIBSHELF) LIMITED;HIGH+STREET+GARAGE+(TIBSHELF)+LIMITED;GBR
00002344167659;VIRGINIJA STEPONAVICIENE UKININKE;VIRGINIJA+STEPONAVICIENE+UKININKE;LTU
00000197029343;ALFA BETA S.N.C. DI GARBIN MARIO E STEFANO;ALFA+BETA+S.N.C.+DI+GARBIN+MARIO+E+STEFANO;ITA
00000566832579;MULTISERVICES FUNERAIRE EN LIQUIDATION AMIABLE;MULTISERVICES+FUNERAIRE+EN+LIQUIDATION+AMIABLE;FRA
00000145113744;TECHNOTREND Anlagentechnik und Engineering Gesellschaft m.b.H.;TECHNOTREND+Anlagentechnik+und+Engineering+Gesellschaft+m.b.H.;AUT
00001122215559;CABINET JEAU-CONTE SOCIETE DE GEOMETRE EXPERT;CABINET+JEAU-CONTE+SOCIETE+DE+GEOMETRE+EXPERT;FRA
00004643504079;A.D.R. CARNI S.N.C. DI CLERICO ALEXANDER E C.;A.D.R.+CARNI+S.N.C.+DI+CLERICO+ALEXANDER+E+C.;ITA
00003655057773;COMUNIDAD DE PROPIETARIOS DE LA CIUDAD RESIDENCIAL EL CLAVIN;COMUNIDAD+DE+PROPIETARIOS+DE+LA+CIUDAD+RESIDENCIAL+EL+CLAVIN;ESP
00001063841875;SAMARMORES INSTALACAO DE GRANITOS LTDA SAMARMORES;SAMARMORES+INSTALACAO+DE+GRANITOS+LTDA+SAMARMORES;BRA
00000451276850;RECANVIS SANT FELIU SOCIEDAD LIMITADA;RECANVIS+SANT+FELIU+SOCIEDAD+LIMITADA;ESP
00001063843491;C A VERIDIANO ME MARMOART ACABAMENTOS;C+A+VERIDIANO+ME+MARMOART+ACABAMENTOS;BRA
00000280892849;Kaltwalzwerk Kraluv Dvur s.r.o. v likvidaci;Kaltwalzwerk+Králuv+Dvur+s.r.o.+v+likvidaci;CZE
00000584733547;BECHTEL EQUIPMENT SERVICES PTY LTD;BECHTEL+EQUIPMENT+SERVICES+PTY+LTD;AUS
00000451272759;TERRACO LEVANTE SOCIEDAD ANONIMA LABORAL;TERRACO+LEVANTE+SOCIEDAD+ANONIMA+LABORAL;ESP
00001780721786;AMENAGEMENT RENOVATION CONSTRUCTION AGENCEMENT;AMENAGEMENT+RENOVATION+CONSTRUCTION+AGENCEMENT;FRA
00003479402225;DESARROLLOS INTERMODALES GRAN EUROPA 21 SOCIEDAD LIMITADA;DESARROLLOS+INTERMODALES+GRAN+EUROPA+21+SOCIEDAD+LIMITADA;ESP
00000268373946;BIZZOZERO GERVASO S.N.C. DI BIZZOZERO JOSEP E MATTEO;BIZZOZERO+GERVASO+S.N.C.+DI+BIZZOZERO+JOSEP+E+MATTEO;ITA
00002319244561;MARTIN'S CONST SOCIEDAD LIMITADA;MARTIN'S+CONST+SOCIEDAD+LIMITADA;ESP
00002319235772;FEIXAS RAMONET ESPERANZA INTIMS ESPERANZA;FEIXAS+RAMONET+ESPERANZA+INTIMS+ESPERANZA;ESP
00000519448351;LUMBER CITY RETAIL SERVICES LUMBER CITY RANDBURG;LUMBER+CITY+RETAIL+SERVICES+LUMBER+CITY+RANDBURG;ZAF
00000415894250;DUNKELD REALISATIONS NO. 3! LIMITE D;DUNKELD+REALISATIONS+NO.+3!+LIMITE+D;GBR
00001063878848;FORTE DEI MARMI COMERCIO VAREJISTA MARMORES E GRANITOS LTDA ME - HEITALIA;FORTE+DEI+MARMI+COMERCIO+VAREJISTA+MARMORES+E+GRANITOS+LTDA+ME+-+HEITALIA;BRA
00001295989247;ATLANTIDASERV - SOC.PREST.SERV. ADM.COMERCIAIS ATIV. IMOB.UNIP.LDA;ATLANTIDASERV+-+SOC.PREST.SERV.+ADM.COMERCIAIS+ATIV.+IMOB.UNIP.LDA;PRT
00002339874039;A. CERNIAVSKIS SOLE PROPRIETORSHIP;CERNIAVSKIO+A.+PERSONALINE+IMONE;LTU
00005954432228;AVNET UNIDUX (THAILAND) CO. LTD.;AVNET+UNIDUX+(THAILAND)+CO.+LTD.;THA
00000211763069;LUPO SPORT ANGOLO DEL PODISTA DI LUPPI E RMES;LUPO+SPORT+ANGOLO+DEL+PODISTA+DI+LUPPI+E+RMES;ITA
00000381895174;RIGHT DISTRIBUTION COMPANY SARL;RIGHT+DISTRIBUTION+COMPANY+SARL;MAR
00000513267973;ETUDE REALISATION IMMOB VAL DE MARNE;ETUDE+REALISATION+IMMOB+VAL+DE+MARNE;FRA
00000439099042;BROCK CIVIL ENGINEERING LIMITED;BROCK+CIVIL+ENGINEERING+LIMITED;GBR
00001063806467;CARLOS FLAVIO RIBEIRO FERREIRA O SORVETEIRO;CARLOS+FLAVIO+RIBEIRO+FERREIRA+O+SORVETEIRO;BRA
